#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Prevotella denticola F0289","Bacteria;FCB group;Bacteroidota/Chlorobiota group","F0289","SAMN00031760","PRJNA49293","GCA_000193395.1","Complete",2.93759,50.4,"chromosome:NC_015311.1/CP002589.1",,1,2202,"2011-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/395/GCA_000193395.1_ASM19339v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/395/GCF_000193395.1_ASM19339v1"
"Pseudomonas fulva","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_167","SAMN03996312","PRJNA231221","GCA_002951475.1","Complete",4.86509,61.6,"chromosome:NZ_CP014025.1/CP014025.1",,1,4276,"2018-02-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/951/475/GCF_002951475.1_ASM295147v1"
"Capnocytophaga canimorsus","Bacteria;FCB group;Bacteroidota/Chlorobiota group","NCTC11921","SAMEA104210801","PRJEB6403","GCA_900638435.1","Complete",2.52827,36.1,"chromosome 1:NZ_LR134513.1/LR134513.1",,1,2203,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/435/GCA_900638435.1_57675_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/435/GCF_900638435.1_57675_B01"
"Agrobacterium sp. T29","Bacteria;Pseudomonadota;Alphaproteobacteria","T29","SAMN11783636","PRJNA542961","GCA_006970545.1","Complete",5.65179,59.7514,"chromosome circular:NZ_CP040640.1/CP040640.1; chromosome linear:NZ_CP040641.1/CP040641.1; plasmid unnamed2:NZ_CP040642.1/CP040642.1",,3,5188,"2019-05-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/970/545/GCF_006970545.1_ASM697054v1"
"Haemophilus parainfluenzae","Bacteria;Pseudomonadota;Gammaproteobacteria","M27794","SAMN09760371","PRJNA428178","GCA_003390455.1","Complete",2.14896,39.3,"chromosome:NZ_CP031477.1/CP031477.1",,1,1954,"2018-08-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/390/455/GCF_003390455.1_ASM339045v1"
"Rahnella aquatilis","Bacteria;Pseudomonadota;Gammaproteobacteria","KM25","SAMN10579153","PRJNA509367","GCA_003956125.2","Complete",5.43495,52.2,"chromosome:NZ_CP034481.1/CP034481.1; plasmid pKM12v2:NZ_CP034839.1/CP034839.1",,2,4833,"2018-12-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/956/125/GCF_003956125.2_ASM395612v2"
"Aerococcus urinae ACS-120-V-Col10a","Bacteria;Terrabacteria group;Bacillota","ACS-120-V-Col10a","SAMN00100756","PRJNA51073","GCA_000193205.1","Complete",2.08097,41.9,"chromosome:NC_015278.1/CP002512.1",,1,1787,"2011-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/205/GCA_000193205.1_ASM19320v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/205/GCF_000193205.1_ASM19320v1"
"Capnocytophaga ochracea","Bacteria;FCB group;Bacteroidota/Chlorobiota group","FDAARGOS_1550","SAMN22091647","PRJNA231221","GCA_020736165.1","Complete",2.71324,39.4,"chromosome:NZ_CP085961.1/CP085961.1",,1,2205,"2021-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/165/GCA_020736165.1_ASM2073616v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/165/GCF_020736165.1_ASM2073616v1"
"Sinorhizobium fredii CCBAU 45436","Bacteria;Pseudomonadota;Alphaproteobacteria","ccbau 45436","SAMN03761948","PRJNA285929","GCA_003100575.1","Complete",6.9138,62.2408,"chromosome:NZ_CP029231.1/CP029231.1; plasmid pSF45436a:NZ_CP029233.1/CP029233.1; plasmid pSF45436b:NZ_CP029232.1/CP029232.1; plasmid pSF45436d:NZ_CP029234.1/CP029234.1; plasmid pSF45436e:NZ_CP029235.1/CP029235.1",,5,6183,"2018-05-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/100/575/GCF_003100575.1_ASM310057v1"
"Vibrio anguillarum","Bacteria;Pseudomonadota;Gammaproteobacteria","425","SAMN06606092","PRJNA379347","GCA_003031205.1","Complete",4.37337,44.4129,"chromosome 1:NZ_CP020534.1/CP020534.1; chromosome 2:NZ_CP020533.1/CP020533.1; plasmid pEIB1:NZ_CP020532.1/CP020532.1",,3,3792,"2018-04-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/205/GCF_003031205.1_ASM303120v1"
"Metamycoplasma hominis","Bacteria;Terrabacteria group;Mycoplasmatota","2539","SAMN08362962","PRJNA429440","GCA_002952835.1","Complete",0.75131,27.3,"chromosome:NZ_CP026341.1/CP026341.1",,1,568,"2018-01-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/835/GCF_002952835.1_ASM295283v1"
"Staphylococcus simulans","Bacteria;Terrabacteria group;Bacillota","IVB6209","SAMN26923385","PRJNA819273","GCA_025558205.1","Complete",2.75481,35.9288,"chromosome:NZ_CP094702.1/CP094702.1; plasmid unnamed:NZ_CP094703.1/CP094703.1",,2,2516,"2022-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/558/205/GCF_025558205.1_ASM2555820v1"
"Dolosigranulum pigrum","Bacteria;Terrabacteria group;Bacillota","KPL3052","SAMN11664193","PRJNA379818","GCA_017655865.1","Complete",2.00146,39.4,"chromosome:NZ_CP040421.1/CP040421.1",,1,1763,"2021-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/655/865/GCA_017655865.1_ASM1765586v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/655/865/GCF_017655865.1_ASM1765586v1"
"Sphingobium yanoikuyae","Bacteria;Pseudomonadota;Alphaproteobacteria","YC-XJ2","SAMN14668047","PRJNA627344","GCA_013001025.1","Complete",5.94396,64.0652,"chromosome:NZ_CP053021.1/CP053021.1; plasmid p-A-Sy:NZ_CP053022.1/CP053022.1; plasmid p-B-Sy:NZ_CP053023.1/CP053023.1; plasmid p-C-Sy:NZ_CP053024.1/CP053024.1",,4,5599,"2020-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/001/025/GCA_013001025.1_ASM1300102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/001/025/GCF_013001025.1_ASM1300102v1"
"Streptococcus parauberis","Bacteria;Terrabacteria group;Bacillota","KSP10","SAMN30668771","PRJNA876642","GCA_025152645.1","Complete",2.08131,35.6,"chromosome:NZ_CP104047.1/CP104047.1",,1,1971,"2022-09-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/152/645/GCF_025152645.1_ASM2515264v1"
"Kingella kingae","Bacteria;Pseudomonadota;Betaproteobacteria","ATCC 23331","SAMN14365914","PRJNA549513","GCA_011612705.1","Complete",2.01846,46.5,"chromosome:NZ_CP050135.1/CP050135.1",,1,1988,"2020-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/612/705/GCA_011612705.1_ASM1161270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/612/705/GCF_011612705.1_ASM1161270v1"
"Enterobacter hormaechei subsp. oharae","Bacteria;Pseudomonadota;Gammaproteobacteria","DSM 16687","SAMN05581749","PRJNA259658","GCA_001729705.1","Complete",4.72432,55.6,"chromosome:NZ_CP017180.1/CP017180.1",,1,4385,"2016-09-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/705/GCF_001729705.1_ASM172970v1"
"Candidatus Tremblaya princeps","Bacteria;Pseudomonadota;Betaproteobacteria","TPPMAR1","SAMEA3723486","PRJEB12069","GCA_900014395.1","Complete",0.140306,58.3,"chromosome I:LN998829.1",,1,124,"2016-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/014/395/GCA_900014395.1_TPPMAR",
"Weissella cibaria","Bacteria;Terrabacteria group;Bacillota","CH2","SAMN04120644","PRJNA297257","GCA_001308145.2","Complete",2.57773,44.7462,"chromosome:NZ_CP012873.1/CP012873.1; plasmid pMKC01:NZ_CP012874.1/CP012874.1; plasmid pMKC02:NZ_CP012875.1/CP012875.1; plasmid pMKC03:NZ_CP012876.1/CP012876.1; plasmid pMKC04:NZ_CP012877.1/CP012877.1; plasmid pMKC05:NZ_CP012878.1/CP012878.1; plasmid pMKC07:NZ_CP012880.1/CP012880.1",,7,2385,"2015-10-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/145/GCF_001308145.2_ASM130814v2"
"Halogeometricum borinquense","Archaea;Euryarchaeota;Stenosarchaea group","wsp3","SAMN13341696","PRJNA590870","GCA_011765365.1","Complete",2.81855,61,"chromosome:CP050274.1",,1,2764,"2020-03-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/765/365/GCA_011765365.1_ASM1176536v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/765/365/GCF_011765365.1_ASM1176536v1"
"Klebsiella aerogenes","Bacteria;Pseudomonadota;Gammaproteobacteria","S33_CRE34","SAMN16387652","PRJNA667445","GCA_027595705.1","Complete",5.48745,54.8341,"chromosome:CP074545.1; plasmid pCRE34_1:CP074546.1; plasmid pCRE34_2:CP074547.1",,3,5109,"2023-01-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/705/GCF_027595705.1_ASM2759570v1"
"Staphylococcus pseudintermedius","Bacteria;Terrabacteria group;Bacillota","FDAARGOS_1072","SAMN16357241","PRJNA231221","GCA_016127335.1","Complete",2.83934,37.5,"chromosome:NZ_CP065998.1/CP065998.1",,1,2639,"2020-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/335/GCA_016127335.1_ASM1612733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/335/GCF_016127335.1_ASM1612733v1"
"Corynebacterium ulcerans","Bacteria;Terrabacteria group;Actinomycetota","0211","SAMD00168433","PRJDB8202","GCA_008995395.1","Complete",2.57908,53.4,"chromosome:NZ_AP019662.1/AP019662.1",,1,2267,"2019-09-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/995/395/GCF_008995395.1_ASM899539v1"
"Avibacterium paragallinarum","Bacteria;Pseudomonadota;Gammaproteobacteria","AVPG2015","SAMN03417482","PRJNA232651","GCA_000969315.2","Complete",2.5324,40.9,"chromosome:NZ_CP058307.1/CP058307.1",,1,2355,"2020-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/315/GCA_000969315.2_ASM96931v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/315/GCF_000969315.2_ASM96931v2"
"Enterobacter mori","Bacteria;Pseudomonadota;Gammaproteobacteria","08-091","SAMN18011300","PRJNA703085","GCA_018638795.1","Complete",4.98631,55.3689,"chromosome:NZ_CP071063.1/CP071063.1; plasmid pHS08-091:NZ_CP071064.1/CP071064.1",,2,4521,"2021-06-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/638/795/GCA_018638795.1_ASM1863879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/638/795/GCF_018638795.1_ASM1863879v1"
"Chlamydia pecorum W73","Bacteria;PVC group;Chlamydiota","W73","SAMN02603629","PRJNA175546","GCA_000470805.1","Complete",1.10653,41.1,"chromosome:NC_022440.1/CP004034.1",,1,936,"2013-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/805/GCA_000470805.1_ASM47080v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/805/GCF_000470805.1_ASM47080v1"
"Aeromonas veronii","Bacteria;Pseudomonadota;Gammaproteobacteria","WP3-W19-ESBL-03","SAMD00194437","PRJDB6962","GCA_014168995.1","Complete",4.98029,58.6627,"chromosome:NZ_AP022038.1/AP022038.1; plasmid pWP3-W19-ESBL-03_1:NZ_AP022039.1/AP022039.1; plasmid pWP3-W19-ESBL-03_2:NZ_AP022040.1/AP022040.1; plasmid pWP3-W19-ESBL-03_3:NZ_AP022041.1/AP022041.1; plasmid pWP3-W19-ESBL-03_4:NZ_AP022042.1/AP022042.1; plasmid pWP3-W19-ESBL-03_5:NZ_AP022043.1/AP022043.1",,6,4344,"2020-07-21T23:24:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/995/GCA_014168995.1_ASM1416899v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/168/995/GCF_014168995.1_ASM1416899v1"
"Burkholderia gladioli","Bacteria;Pseudomonadota;Betaproteobacteria","Burkholderia gladioli Co14","SAMN10345356","PRJNA500835","GCA_003713105.1","Complete",8.32052,67.9616,"chromosome 1:NZ_CP033430.1/CP033430.1; chromosome 2:NZ_CP033431.1/CP033431.1; plasmid p1:NZ_CP033429.1/CP033429.1",,3,7133,"2018-11-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/105/GCF_003713105.1_ASM371310v1"
"Leptospira noguchii","Bacteria;Spirochaetota;Spirochaetia","201601331","SAMN25636780","PRJNA803166","GCA_022820235.1","Complete",4.81766,35.6851,"chromosome 1:NZ_CP091962.1/CP091962.1; chromosome 2:NZ_CP091963.1/CP091963.1; plasmid p1_L201601331:NZ_CP091964.1/CP091964.1; plasmid p2_L201601331:NZ_CP091965.1/CP091965.1; plasmid p3_L201601331:NZ_CP091966.1/CP091966.1",,5,3677,"2022-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/820/235/GCA_022820235.1_ASM2282023v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/820/235/GCF_022820235.1_ASM2282023v1"
"Pseudomonas brassicacearum","Bacteria;Pseudomonadota;Gammaproteobacteria","L13-6-12","SAMN04486788","PRJNA311625","GCA_001746815.1","Complete",6.71591,60.9,"chromosome:NZ_CP014693.1/CP014693.1",,1,5828,"2016-09-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/815/GCF_001746815.1_ASM174681v1"
"Gallibacterium anatis","Bacteria;Pseudomonadota;Gammaproteobacteria","ESV200","SAMN07327628","PRJNA393058","GCA_002263255.2","Complete",2.53858,39.9,"chromosome:NZ_CP114281.1/CP114281.1",,1,2281,"2022-12-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/255/GCF_002263255.2_ASM226325v2"
"Haemophilus haemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M28486","SAMN09704968","PRJNA428178","GCA_003351625.1","Complete",1.82257,38.6,"chromosome:NZ_CP031238.1/CP031238.1",,1,1652,"2018-08-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/625/GCF_003351625.1_ASM335162v1"
"Rickettsia conorii subsp. heilongjiangensis","Bacteria;Pseudomonadota;Alphaproteobacteria","HCN-13","SAMD00161751","PRJDB8002","GCA_009731525.1","Complete",1.27937,32.3,"chromosome:NZ_AP019863.1/AP019863.1",,1,1322,"2019-11-25T23:04:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/731/525/GCF_009731525.1_ASM973152v1"
"Melissococcus plutonius DAT561","Bacteria;Terrabacteria group;Bacillota","DAT561","SAMD00061002","PRJDA73165","GCA_000283975.1","Complete",2.04525,31.1859,"chromosome 1:NC_016938.1/AP012282.1",,2,1591,"2012-02-16T23:04:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/975/GCA_000283975.1_ASM28397v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/975/GCF_000283975.1_ASM28397v1"
"Lactobacillus kefiranofaciens subsp. kefirgranum","Bacteria;Terrabacteria group;Bacillota","HL1","SAMN27472143","PRJNA824687","GCA_023674385.1","Complete",2.21651,37.4789,"chromosome:NZ_CP098403.1/CP098403.1; plasmid unnamed:NZ_CP098404.1/CP098404.1",,2,1952,"2022-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/674/385/GCA_023674385.1_ASM2367438v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/674/385/GCF_023674385.1_ASM2367438v1"
"Brevibacillus laterosporus","Bacteria;Terrabacteria group;Bacillota","Bl-zj","SAMN10185818","PRJNA494917","GCA_003663745.1","Complete",5.20255,41.3,"chromosome:NZ_CP032848.1/CP032848.1",,1,4405,"2018-10-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/663/745/GCF_003663745.1_ASM366374v1"
"Pantoea agglomerans","Bacteria;Pseudomonadota;Gammaproteobacteria","AR1a","SAMN15405801","PRJNA642846","GCA_017474165.1","Complete",5.07708,54.8297,"chromosome:NZ_CP059089.1/CP059089.1; plasmid pAR1aA:NZ_CP059091.1/CP059091.1; plasmid pAR1aB:NZ_CP059088.1/CP059088.1; plasmid pAR1aC:NZ_CP059090.1/CP059090.1; plasmid pAR1aD:NZ_CP059087.1/CP059087.1",,5,4536,"2021-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/474/165/GCA_017474165.1_ASM1747416v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/474/165/GCF_017474165.1_ASM1747416v1"
"Xanthomonas sacchari","Bacteria;Pseudomonadota;Gammaproteobacteria","HR3-46","SAMN28835865","PRJNA844595","GCA_025765935.1","Complete",4.92224,68.8,"chromosome:CP099531.1",,1,3858,"2022-10-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/765/935/GCF_025765935.1_ASM2576593v1"
"Burkholderia cepacia","Bacteria;Pseudomonadota;Betaproteobacteria","LO6","SAMN03486590","PRJNA281467","GCA_000974835.2","Complete",6.41938,67,"chromosome:CP011301.1",,1,5542,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/835/GCA_000974835.2_ASM97483v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/835/GCF_000974835.2_ASM97483v2"
"Tetragenococcus halophilus","Bacteria;Terrabacteria group;Bacillota","YJ1","SAMN13340697","PRJNA590840","GCA_009720125.1","Complete",2.4766,36.1,"chromosome:NZ_CP046246.1/CP046246.1",,1,2257,"2019-11-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/125/GCF_009720125.1_ASM972012v1"
"Enterococcus hirae","Bacteria;Terrabacteria group;Bacillota","L6E","SAMD00577374","PRJDB15240","GCA_030295825.1","Complete",3.07011,37.0755,"chromosome:AP027299.1; plasmid L6E_p1:AP027300.1; plasmid L6E_p2:AP027301.1",,3,2911,"2023-02-21T23:04:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/295/825/GCF_030295825.1_ASM3029582v1"
"Ornithobacterium rhinotracheale","Bacteria;FCB group;Bacteroidota/Chlorobiota group","K223","SAMN27139539","PRJNA821858","GCA_022832975.1","Complete",2.42214,37.3896,"chromosome:NZ_CP094846.1/CP094846.1; plasmid pK223_14:NZ_CP094847.1/CP094847.1",,2,2289,"2022-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/975/GCA_022832975.1_ASM2283297v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/832/975/GCF_022832975.1_ASM2283297v1"
"Hafnia alvei","Bacteria;Pseudomonadota;Gammaproteobacteria","MGYG-HGUT-02508","SAMEA5852013","PRJEB33885","GCA_902387815.1","Complete",4.49896,48.9,"chromosome 1:NZ_LR699008.1/LR699008.1",,1,3905,"2019-08-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/815/GCA_902387815.1_UHGG_MGYG-HGUT-02508","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/387/815/GCF_902387815.1_UHGG_MGYG-HGUT-02508"
"Lactiplantibacillus pentosus","Bacteria;Terrabacteria group;Bacillota","BGM48","SAMN05412454","PRJNA329412","GCA_002850015.1","Complete",3.67681,46.1329,"chromosome:NZ_CP016491.1/CP016491.1; plasmid pBGM48-1:NZ_CP016492.1/CP016492.1; plasmid pBGM48-2:NZ_CP016493.1/CP016493.1; plasmid pBGM48-3:NZ_CP016494.1/CP016494.1; plasmid pBGM48-4:NZ_CP016495.1/CP016495.1; plasmid pBGM48-5:NZ_CP016496.1/CP016496.1",,6,3258,"2018-01-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/015/GCF_002850015.1_ASM285001v1"
"Streptomyces venezuelae","Bacteria;Terrabacteria group;Actinomycetota","ATCC 14585","SAMN09010091","PRJNA454547","GCA_008642335.1","Complete",8.04815,71.3,"chromosome:NZ_CP029191.1/CP029191.1",,1,6964,"2019-09-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/642/335/GCF_008642335.1_ASM864233v1"
"Rhodococcus aetherivorans","Bacteria;Terrabacteria group;Actinomycetota","IcdP1","SAMN03486836","PRJNA281168","GCA_000982715.1","Complete",5.92275,70.6,"chromosome:NZ_CP011341.1/CP011341.1",,1,5129,"2015-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/715/GCA_000982715.1_ASM98271v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/715/GCF_000982715.1_ASM98271v1"
"Latilactobacillus curvatus","Bacteria;Terrabacteria group;Bacillota","WiKim52","SAMN05300426","PRJNA327475","GCA_001698165.1","Complete",1.98699,42,"chromosome:NZ_CP016602.1/CP016602.1",,1,1914,"2016-08-02T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/165/GCF_001698165.1_ASM169816v1"
"Mammaliicoccus sciuri","Bacteria;Terrabacteria group;Bacillota","MIN-176","SAMN22108521","PRJNA769286","GCA_021460115.1","Complete",2.933,32.5,"chromosome:NZ_CP086126.1/CP086126.1",,1,2890,"2022-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/115/GCA_021460115.1_ASM2146011v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/115/GCF_021460115.1_ASM2146011v1"
"Proteus vulgaris","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_556","SAMN10163249","PRJNA231221","GCA_003812525.1","Complete",4.15844,38,"chromosome:NZ_CP033736.1/CP033736.1",,1,3754,"2018-11-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/525/GCF_003812525.1_ASM381252v1"
"Pediococcus damnosus","Bacteria;Terrabacteria group;Bacillota","TMW 2.1532","SAMN03876481","PRJNA290141","GCA_001611035.1","Complete",2.20126,38.2783,"chromosome:NZ_CP012269.1/CP012269.1; plasmid pL21532-1:NZ_CP012270.1/CP012270.1; plasmid pL21532-2:NZ_CP012271.1/CP012271.1; plasmid pL21532-3:NZ_CP012272.1/CP012272.1; plasmid pL21532-4:NZ_CP012273.1/CP012273.1; plasmid pL21532-5:NZ_CP012274.1/CP012274.1",,6,1984,"2016-04-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/035/GCF_001611035.1_ASM161103v1"
"Morganella morganii","Bacteria;Pseudomonadota;Gammaproteobacteria","FAM24681","SAMN17059475","PRJNA684547","GCA_019243695.1","Complete",4.31575,50.2,"chromosome:NZ_CP068562.1/CP068562.1",,1,3927,"2021-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/243/695/GCA_019243695.1_ASM1924369v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/243/695/GCF_019243695.1_ASM1924369v1"
"Cutibacterium avidum","Bacteria;Terrabacteria group;Actinomycetota","TP-CV4","SAMD00260202","PRJDB10833","GCA_019704095.1","Complete",2.61619,63.5,"chromosome:NZ_AP024308.1/AP024308.1",,1,2261,"2021-06-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/095/GCA_019704095.1_ASM1970409v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/095/GCF_019704095.1_ASM1970409v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Bacillota","NIDR 6715-7","SAMN09232464","PRJNA471712","GCA_003176795.1","Complete",2.14502,43.7,"chromosome:NZ_CP029560.1/CP029560.1",,1,1887,"2018-05-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/795/GCF_003176795.1_ASM317679v1"
"Geobacillus sp. Y412MC52","Bacteria;Terrabacteria group;Bacillota","Y412MC52","SAMN00713574","PRJNA30797","GCA_000174795.2","Complete",3.67394,52.3129,"chromosome:NC_014915.1/CP002442.1; plasmid pGYMC5201:NC_014916.1/CP002443.1",,2,3451,"2011-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/795/GCA_000174795.2_ASM17479v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/795/GCF_000174795.2_ASM17479v2"
"Prevotella intermedia","Bacteria;FCB group;Bacteroidota/Chlorobiota group","KCOM 1944","SAMN07980959","PRJNA417207","GCA_002763975.1","Complete",2.81384,43.5692,"chromosome 1:NZ_CP024734.1/CP024734.1; chromosome 2:NZ_CP024735.1/CP024735.1",,2,2296,"2017-11-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/975/GCF_002763975.1_ASM276397v1"
"Clostridium pasteurianum","Bacteria;Terrabacteria group;Bacillota","UCM B-7570","SAMN28812949","PRJNA844305","GCA_026410065.1","Complete",4.47032,29.9,"chromosome:NZ_CP112872.1/CP112872.1",,1,4057,"2022-11-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/410/065/GCF_026410065.1_ASM2641006v1"
"Mycobacterium tuberculosis variant microti","Bacteria;Terrabacteria group;Actinomycetota","ATCC 35782","SAMEA7336315","PRJEB40500","GCA_904810335.1","Complete",4.36655,65.6,"chromosome MmicATCC35782:NZ_LR882496.1/LR882496.1",,1,3807,"2021-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/810/335/GCA_904810335.1_MmicATCC35782","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/810/335/GCF_904810335.1_MmicATCC35782"
